"","ID","trial","trans","acc_et","gender","ethnicity","race","income","mother_edu","father_edu","age_years","age_months","condition","drop","target","familiarity","response","item","similar","acc"
"388","101","6",4,0,"Male","Caucasian",NA,"","e","e",2.52,30.21,4,0,"Flowers","1","Right","FlowersButterfly","similar",1
"389","103","6",1,1,"Female","Caucasian ",NA,"e","c","b",2.68,32.19,6,0,"Bread","1","Right","TVBread","similar",2
"390","106","6",2,1,"Female","Caucasian","","f","e","e",2.55,30.58,2,0,"TV","1","Left","TVBread","similar",2
"391","107","6",1,0,"Male","African American, Caucasian, American Indian, Asian-American",NA,"d","g","c",2.6,31.17,3,0,"Bottle","1","Right","Bottlecrayon","similar",1
"392","108","6",1,1,"Male","Caucasian",NA,"f","e","g",2.43,29.16,4,0,"Flowers","1","Left","FlowersButterfly","similar",2
"393","109","6",2,0,"Male","Caucasion, Asian-American","","f","e","g",2.39,28.67,1,0,"Bunny","1","Right","BunnyDog","similar",1
"394","110","6",1,1,"Male","Caucasian","","f","e","e",2.44,29.29,6,0,"Bread","1","Right","TVBread","similar",2
"395","111","6",1,1,"Female","Caucasian","","f","e","e",2.64,31.69,7,0,"Crayon","1","Right","Bottlecrayon","similar",2
"396","112","6",1,1,"Male","Caucasian","","f","e","e",2.65,31.86,8,0,"Butterfly","1","Right","FlowersButterfly","similar",2
"397","114","6",1,1,"Male","Non-Hispanic","Caucasian","d","d","d",2.33,27.95,2,0,"TV","1","Left","TVBread","similar",2
"398","116","6",3,0,"Female","Asian-Russian","","d","e","d",2.49,29.85,4,0,"Flowers","1","Right","FlowersButterfly","similar",1
"399","117","6",0,0,"Male","Non-Hispanic","Caucasian","e","e","g",2.59,31.04,5,0,"Dog","1","Left","BunnyDog","similar",1
"400","118","6",0,1,"Male","Non-Hispanic","Caucasian","f","e","g",2.28,27.39,6,0,"Bread","1","Right","TVBread","similar",2
"401","123","6",0,1,"Male","Caucasian","","f","g","g",2.64,31.73,3,0,"Bottle","1","Left","Bottlecrayon","similar",2
"402","122","7",0,0,"Male","Hispanic","Caucasian","b","d","d",2.43,29.16,2,0,"Ball","1","Left","OrangeBall","similar",1
"403","34","7",1,1,"Female","Hispanic","Caucasian","d","e","e",2.35,28.21,2,0,"Ball","1","Right","OrangeBall","similar",2
"404","35","7",2,1,"Male","Non-Hispanic","Asian & Caucasian","f","e","e",2.27,27.25,3,0,"Pillow","1","Right","EggPillow","similar",2
"405","36","7",1,1,"Female","Non-Hispanic","Caucasian","f","d","g",2.24,26.83,4,0,"Cat","1","Right","MouseCat","similar",2
"406","37","7",0,0,"Female","Non-Hispanic","Caucasian","f","e","e",2.2,26.4,5,0,"Apple","1","Right","AppleStrawberry","similar",1
"407","38","7",2,0,"Female","Non-Hispanic","Asian & Caucasian","f","d","e",2.21,26.5,6,0,"Orange","1","Right","OrangeBall","similar",1
"408","41","7",1,1,"Female","Hispanic","","f","d","d",2.23,26.79,1,0,"Strawberry","1","Right","AppleStrawberry","similar",2
"409","42","7",3,1,"Male"," Not Hispanic","Caucasian","c","d","d",2.53,30.31,2,0,"Ball","1","Right","OrangeBall","similar",2
"410","43","7",0,1,"Female","Not Hispanic","Caucasian","f","g","e",2.33,27.95,3,0,"Pillow","1","Right","EggPillow","similar",2
"411","44","7",1,0,"Male","Not Hispanic","Caucasian","b","d","b",2.27,27.19,4,0,"Cat","1","Left","MouseCat","similar",1
"412","45","7",0,1,"Female","Not Hispanic","Caucasian","","d","g",2.39,28.73,5,0,"Apple","1","Left","AppleStrawberry","similar",2
"413","46","7",0,1,"Male","Not Hispanic","Caucasian","e","e","g",2.33,27.91,6,0,"Orange","1","Left","OrangeBall","similar",2
"414","48","7",0,1,"Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,8,0,"Mouse","1","Left","MouseCat","similar",2
"415","49","7",1,1,"Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,1,0,"Strawberry","1","Right","AppleStrawberry","similar",2
"416","50","7",2,1,"Female","Not Hispanic","Asian and Caucasian","d","e","g",2.22,26.7,2,0,"Ball","1","Right","OrangeBall","similar",2
"417","51","7",1,1,"Male","Not Hispanic","Caucasian","f","g","e",2.47,29.69,3,0,"Pillow","1","Right","EggPillow","similar",2
"418","52","7",0,1,"Female","Not Hispanic","Caucasian","e","e","c",2.2,26.37,4,0,"Cat","1","Right","MouseCat","similar",2
"419","53","7",0,1,"Male","Not Hispanic","Caucasian","e","c","e",2.3,27.55,5,0,"Apple","1","Left","AppleStrawberry","similar",2
"420","54","7",1,1,"Female","Hispanic","Caucasian","f","c","d",2.16,25.94,6,0,"Orange","1","Left","OrangeBall","similar",2
"421","55","7",1,1,"Female","Not Hispanic","Caucasian","f","h","h",2.28,27.35,7,0,"Egg","1","Left","EggPillow","similar",2
"422","56","7",0,0,"Female","Not Hispanic","Caucasian","f","g","e",2.45,29.39,8,0,"Mouse","1","Right","MouseCat","similar",1
"423","58","7",5,0,"Female","Not Hispanic","African American/Caucasian","f","g","c",2.33,27.95,2,0,"Ball","1","Left","OrangeBall","similar",1
"424","59","7",3,0,"Male","Not Hispanic","Caucasian","d","d","e",2.27,27.19,3,0,"Pillow","1","Left","EggPillow","similar",1
"425","62","7",3,1,"Female","1/8 Hispanic","Caucasian","d","e","b",2.34,28.04,6,0,"Orange","1","Left","OrangeBall","similar",2
"426","63","7",2,1,"Male","Hispanic","","e","c","c",2.36,28.34,7,0,"Egg","1","Left","EggPillow","similar",2
"427","64","7",2,1,"","Not Hispanic","Caucasian","c","c","d",2.41,28.96,8,0,"Mouse","1","Left","MouseCat","similar",2
"428","65","7",2,0,"Male","","Caucasian","f","e","e",2.48,29.72,1,0,"Strawberry","1","Left","AppleStrawberry","similar",1
"429","66","7",1,0,"Female","Not Hispanic","Asian/Caucasian","f","g","f",2.41,28.96,2,0,"Ball","1","Left","OrangeBall","similar",1
"430","67","7",0,1,"Female","Not Hispanic","Caucasian","e","e","e",2.33,28.01,3,0,"Pillow","1","Right","EggPillow","similar",2
"431","68","7",1,1,"Male","Not Hispanic","Caucasian","e","c","d",2.32,27.88,4,0,"Cat","1","Right","MouseCat","similar",2
"432","69","7",2,1,"Male","Not Hispanic","Caucasian","f","g","g",2.36,28.37,5,0,"Apple","1","Left","AppleStrawberry","similar",2
"433","71","7",1,1,"Female","Not Hispanic","Caucasian","e","d","b",2.56,30.71,7,0,"Egg","1","Left","EggPillow","similar",2
"434","72","7",1,1,"Female","Hispanic","Caucasian","d","d","d",2.48,29.75,8,0,"Mouse","1","Left","MouseCat","similar",2
"435","73","7",3,0,"Male","Not Hispanic","Caucasian","e","e","e",2.27,27.19,1,0,"Strawberry","1","Left","AppleStrawberry","similar",1
"436","74","7",6,1,"Male","Not Hispanic","Caucasian","f","d","h",2.52,30.21,2,0,"Ball","1","Right","OrangeBall","similar",2
"437","75","7",2,1,"Female","Not Hispanic","Caucasian","f","e","b",2.56,30.71,3,0,"Pillow","1","Right","EggPillow","similar",2
"438","76","7",2,1,"Female","Not Hispanic","Caucasian","d","d","d",2.22,26.7,4,0,"Cat","1","Right","MouseCat","similar",2
"439","78","7",0,1,"Female","Not Hispanic","Caucasian","f","c","d",2.43,29.16,6,0,"Orange","1","Left","OrangeBall","similar",2
"440","79","7",2,1,"Male","Hispanic","Caucasian","f","e","e",2.49,29.85,7,0,"Egg","1","Left","EggPillow","similar",2
"441","80","7",0,1,"Male","Not Hispanic","Caucasian","f","e","e",2.14,25.68,8,0,"Mouse","1","Left","MouseCat","similar",2
"442","83","7",1,1,"Male ","Not hipanic ","Caucasian ","d","g","g",2.41,28.9,3,0,"Pillow","1","Right","EggPillow","similar",2
"443","86","7",1,0,"Female","Not Hispanic","Caucasian","f","g","d",2.21,26.53,6,0,"Orange","1","Right","OrangeBall","similar",1
"444","87","7",2,1,"Male","Hispanic ","Caucasian","e","g","e",2.34,28.11,7,0,"Egg","1","Left","EggPillow","similar",2
"445","88","7",1,1,"Male ","Not Hispanic ","Native Hawaiian & Caucasian","c","c","g",2.25,26.99,8,0,"Mouse","1","Left","MouseCat","similar",2
"446","89","7",0,1,"Female","Not Hispanic","Caucasian ","d","b","b",2.21,26.47,1,0,"Strawberry","1","Right","AppleStrawberry","similar",2
"447","90","7",3,0,"Male","Hispanic","Caucasian","d","g","e",2.52,30.18,2,0,"Ball","1","Left","OrangeBall","similar",1
"448","91","7",1,1,"Male","Not Hispanic","African American","f","g","c",2.46,29.49,3,0,"Pillow","1","Right","EggPillow","similar",2
"449","92","7",1,1,"Female","Not Hispanic","Caucasian ","d","g","g",2.55,30.54,4,0,"Cat","1","Right","MouseCat","similar",2
"450","93","7",1,1,"Female","Not Hispanic","Asian","","","",2.68,32.15,5,0,"Apple","1","Left","AppleStrawberry","similar",2
"451","94","7",2,1,"Female","Hispanic, american indian, asian-american","","f","f","e",2.33,27.95,6,0,"Orange","1","Left","OrangeBall","similar",2
"452","95","7",1,1,"Female","Not Hispanic ","Caucasian","e","e","g",2.85,34.16,6,0,"Orange","1","Left","OrangeBall","similar",2
"453","97","7",3,1," Female","Not Hispanic ","Caucasian","d","c","c",2.34,28.11,8,0,"Mouse","1","Left","MouseCat","similar",2
"454","98","7",2,1,"Male","Hispanic","American Indian or Alaskan / Caucasian","e","g","d",2.64,31.73,1,0,"Strawberry","1","Right","AppleStrawberry","similar",2
"455","101","7",0,1,"Male","Caucasian",NA,"","e","e",2.52,30.21,4,0,"Cat","1","Right","MouseCat","similar",2
"456","103","7",4,0,"Female","Caucasian ",NA,"e","c","b",2.68,32.19,6,0,"Orange","1","Right","OrangeBall","similar",1
"457","106","7",1,0,"Female","Caucasian","","f","e","e",2.55,30.58,2,0,"Ball","1","Left","OrangeBall","similar",1
"458","107","7",0,1,"Male","African American, Caucasian, American Indian, Asian-American",NA,"d","g","c",2.6,31.17,3,0,"Pillow","1","Right","EggPillow","similar",2
"459","108","7",1,1,"Male","Caucasian",NA,"f","e","g",2.43,29.16,4,0,"Cat","1","Right","MouseCat","similar",2
"460","109","7",2,0,"Male","Caucasion, Asian-American","","f","e","g",2.39,28.67,1,0,"Strawberry","1","Left","AppleStrawberry","similar",1
"461","110","7",0,1,"Male","Caucasian","","f","e","e",2.44,29.29,6,0,"Orange","1","Left","OrangeBall","similar",2
"462","111","7",0,1,"Female","Caucasian","","f","e","e",2.64,31.69,7,0,"Egg","1","Left","EggPillow","similar",2
"463","112","7",1,0,"Male","Caucasian","","f","e","e",2.65,31.86,8,0,"Mouse","1","Right","MouseCat","similar",1
"464","114","7",1,1,"Male","Non-Hispanic","Caucasian","d","d","d",2.33,27.95,2,0,"Ball","1","Right","OrangeBall","similar",2
"465","115","7",2,0,"Male","Non-Hispanic","Caucasian","b","c","b",2.54,30.51,3,0,"Pillow","1","Left","EggPillow","similar",1
"466","116","7",3,1,"Female","Asian-Russian","","d","e","d",2.49,29.85,4,0,"Cat","1","Right","MouseCat","similar",2
"467","117","7",0,1,"Male","Non-Hispanic","Caucasian","e","e","g",2.59,31.04,5,0,"Apple","1","Left","AppleStrawberry","similar",2
"468","118","7",0,0,"Male","Non-Hispanic","Caucasian","f","e","g",2.28,27.39,6,0,"Orange","1","Right","OrangeBall","similar",1
"469","123","7",0,1,"Male","Caucasian","","f","g","g",2.64,31.73,3,0,"Pillow","1","Right","EggPillow","similar",2
"470","122","8",1,1,"Male","Hispanic","Caucasian","b","d","d",2.43,29.16,2,0,"Fork","1","Right","SpoonFork","similar",2
"471","34","8",1,1,"Female","Hispanic","Caucasian","d","e","e",2.35,28.21,2,0,"Fork","1","Right","SpoonFork","similar",2
"472","35","8",2,1,"Male","Non-Hispanic","Asian & Caucasian","f","e","e",2.27,27.25,3,0,"Doll","1","Right","Teddy BearDoll","similar",2
"473","36","8",0,1,"Female","Non-Hispanic","Caucasian","f","d","g",2.24,26.83,4,0,"Duck","1","Right","PigDuck","similar",2
"474","37","8",0,0,"Female","Non-Hispanic","Caucasian","f","e","e",2.2,26.4,5,0,"Ice_Cream","1","Right","Ice creamBroccoli","similar",1
"475","38","8",1,1,"Female","Non-Hispanic","Asian & Caucasian","f","d","e",2.21,26.5,6,0,"Spoon","1","Left","SpoonFork","similar",2
"476","39","8",5,1,"Male","Non-Hispanic","Caucasian","c","b","b",2.19,26.24,7,0,"Teddy_Bear","1","Left","Teddy BearDoll","similar",2
"477","41","8",2,1,"Female","Hispanic","","f","d","d",2.23,26.79,1,0,"Broccoli","1","Right","Ice creamBroccoli","similar",2
"478","42","8",2,1,"Male"," Not Hispanic","Caucasian","c","d","d",2.53,30.31,2,0,"Fork","1","Right","SpoonFork","similar",2
"479","43","8",5,0,"Female","Not Hispanic","Caucasian","f","g","e",2.33,27.95,3,0,"Doll","1","Left","Teddy BearDoll","similar",1
"480","44","8",4,0,"Male","Not Hispanic","Caucasian","b","d","b",2.27,27.19,4,0,"Duck","1","Left","PigDuck","similar",1
"481","45","8",0,1,"Female","Not Hispanic","Caucasian","","d","g",2.39,28.73,5,0,"Ice_Cream","1","Left","Ice creamBroccoli","similar",2
"482","46","8",2,1,"Male","Not Hispanic","Caucasian","e","e","g",2.33,27.91,6,0,"Spoon","1","Left","SpoonFork","similar",2
"483","48","8",0,1,"Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,8,0,"Pig","1","Left","PigDuck","similar",2
"484","49","8",1,1,"Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,1,0,"Broccoli","1","Right","Ice creamBroccoli","similar",2
"485","50","8",0,1,"Female","Not Hispanic","Asian and Caucasian","d","e","g",2.22,26.7,2,0,"Fork","1","Right","SpoonFork","similar",2
"486","51","8",1,0,"Male","Not Hispanic","Caucasian","f","g","e",2.47,29.69,3,0,"Doll","1","Left","Teddy BearDoll","similar",1
"487","52","8",0,1,"Female","Not Hispanic","Caucasian","e","e","c",2.2,26.37,4,0,"Duck","1","Right","PigDuck","similar",2
"488","53","8",2,1,"Male","Not Hispanic","Caucasian","e","c","e",2.3,27.55,5,0,"Ice_Cream","1","Left","Ice creamBroccoli","similar",2
"489","54","8",2,1,"Female","Hispanic","Caucasian","f","c","d",2.16,25.94,6,0,"Spoon","1","Left","SpoonFork","similar",2
"490","55","8",0,1,"Female","Not Hispanic","Caucasian","f","h","h",2.28,27.35,7,0,"Teddy_Bear","1","Left","Teddy BearDoll","similar",2
"491","56","8",1,1,"Female","Not Hispanic","Caucasian","f","g","e",2.45,29.39,8,0,"Pig","1","Left","PigDuck","similar",2
"492","58","8",2,0,"Female","Not Hispanic","African American/Caucasian","f","g","c",2.33,27.95,2,0,"Fork","1","Left","SpoonFork","similar",1
"493","62","8",1,1,"Female","1/8 Hispanic","Caucasian","d","e","b",2.34,28.04,6,0,"Spoon","1","Left","SpoonFork","similar",2
"494","63","8",1,1,"Male","Hispanic","","e","c","c",2.36,28.34,7,0,"Teddy_Bear","1","Left","Teddy BearDoll","similar",2
"495","64","8",0,1,"","Not Hispanic","Caucasian","c","c","d",2.41,28.96,8,0,"Pig","1","Left","PigDuck","similar",2
"496","65","8",0,0,"Male","","Caucasian","f","e","e",2.48,29.72,1,0,"Broccoli","1","Left","Ice creamBroccoli","similar",1
"497","66","8",0,1,"Female","Not Hispanic","Asian/Caucasian","f","g","f",2.41,28.96,2,0,"Fork","1","Right","SpoonFork","similar",2
"498","67","8",1,0,"Female","Not Hispanic","Caucasian","e","e","e",2.33,28.01,3,0,"Doll","1","Left","Teddy BearDoll","similar",1
"499","68","8",1,1,"Male","Not Hispanic","Caucasian","e","c","d",2.32,27.88,4,0,"Duck","1","Right","PigDuck","similar",2
"500","69","8",1,1,"Male","Not Hispanic","Caucasian","f","g","g",2.36,28.37,5,0,"Ice_Cream","1","Left","Ice creamBroccoli","similar",2
"501","70","8",0,0,"Male","Hispanic","","b","b","b",2.55,30.61,6,0,"Spoon","1","Right","SpoonFork","similar",1
"502","71","8",1,1,"Female","Not Hispanic","Caucasian","e","d","b",2.56,30.71,7,0,"Teddy_Bear","1","Left","Teddy BearDoll","similar",2
"503","72","8",5,1,"Female","Hispanic","Caucasian","d","d","d",2.48,29.75,8,0,"Pig","1","Left","PigDuck","similar",2
"504","73","8",3,1,"Male","Not Hispanic","Caucasian","e","e","e",2.27,27.19,1,0,"Broccoli","1","Right","Ice creamBroccoli","similar",2
"505","74","8",2,1,"Male","Not Hispanic","Caucasian","f","d","h",2.52,30.21,2,0,"Fork","1","Right","SpoonFork","similar",2
"506","75","8",0,0,"Female","Not Hispanic","Caucasian","f","e","b",2.56,30.71,3,0,"Doll","1","Left","Teddy BearDoll","similar",1
"507","76","8",0,1,"Female","Not Hispanic","Caucasian","d","d","d",2.22,26.7,4,0,"Duck","1","Right","PigDuck","similar",2
"508","78","8",2,1,"Female","Not Hispanic","Caucasian","f","c","d",2.43,29.16,6,0,"Spoon","1","Left","SpoonFork","similar",2
"509","79","8",1,1,"Male","Hispanic","Caucasian","f","e","e",2.49,29.85,7,0,"Teddy_Bear","1","Left","Teddy BearDoll","similar",2
"510","80","8",0,1,"Male","Not Hispanic","Caucasian","f","e","e",2.14,25.68,8,0,"Pig","1","Left","PigDuck","similar",2
"511","81","8",1,1,"Male ","Hispanic","Caucasian","d","c","d",2.36,28.27,1,0,"Broccoli","1","Right","Ice creamBroccoli","similar",2
"512","83","8",1,0,"Male ","Not hipanic ","Caucasian ","d","g","g",2.41,28.9,3,0,"Doll","1","Left","Teddy BearDoll","similar",1
"513","86","8",3,1,"Female","Not Hispanic","Caucasian","f","g","d",2.21,26.53,6,0,"Spoon","1","Left","SpoonFork","similar",2
"514","87","8",2,1,"Male","Hispanic ","Caucasian","e","g","e",2.34,28.11,7,0,"Teddy_Bear","1","Left","Teddy BearDoll","similar",2
"515","88","8",0,0,"Male ","Not Hispanic ","Native Hawaiian & Caucasian","c","c","g",2.25,26.99,8,0,"Pig","1","Right","PigDuck","similar",1
"516","89","8",1,0,"Female","Not Hispanic","Caucasian ","d","b","b",2.21,26.47,1,0,"Broccoli","1","Left","Ice creamBroccoli","similar",1
"517","90","8",1,1,"Male","Hispanic","Caucasian","d","g","e",2.52,30.18,2,0,"Fork","1","Right","SpoonFork","similar",2
"518","92","8",0,1,"Female","Not Hispanic","Caucasian ","d","g","g",2.55,30.54,4,0,"Duck","1","Right","PigDuck","similar",2
"519","93","8",2,1,"Female","Not Hispanic","Asian","","","",2.68,32.15,5,0,"Ice_Cream","1","Left","Ice creamBroccoli","similar",2
"520","94","8",2,1,"Female","Hispanic, american indian, asian-american","","f","f","e",2.33,27.95,6,0,"Spoon","1","Left","SpoonFork","similar",2
"521","95","8",2,1,"Female","Not Hispanic ","Caucasian","e","e","g",2.85,34.16,6,0,"Spoon","1","Left","SpoonFork","similar",2
"522","97","8",0,1," Female","Not Hispanic ","Caucasian","d","c","c",2.34,28.11,8,0,"Pig","1","Left","PigDuck","similar",2
"523","98","8",0,1,"Male","Hispanic","American Indian or Alaskan / Caucasian","e","g","d",2.64,31.73,1,0,"Broccoli","1","Right","Ice creamBroccoli","similar",2
"524","101","8",1,1,"Male","Caucasian",NA,"","e","e",2.52,30.21,4,0,"Duck","1","Right","PigDuck","similar",2
"525","103","8",4,0,"Female","Caucasian ",NA,"e","c","b",2.68,32.19,6,0,"Spoon","1","Right","SpoonFork","similar",1
"526","106","8",1,1,"Female","Caucasian","","f","e","e",2.55,30.58,2,0,"Fork","1","Right","SpoonFork","similar",2
"527","108","8",1,1,"Male","Caucasian",NA,"f","e","g",2.43,29.16,4,0,"Duck","1","Right","PigDuck","similar",2
"528","109","8",1,0,"Male","Caucasion, Asian-American","","f","e","g",2.39,28.67,1,0,"Broccoli","1","Left","Ice creamBroccoli","similar",1
"529","110","8",0,1,"Male","Caucasian","","f","e","e",2.44,29.29,6,0,"Spoon","1","Left","SpoonFork","similar",2
"530","111","8",1,1,"Female","Caucasian","","f","e","e",2.64,31.69,7,0,"Teddy_Bear","1","Left","Teddy BearDoll","similar",2
"531","112","8",0,1,"Male","Caucasian","","f","e","e",2.65,31.86,8,0,"Pig","1","Left","PigDuck","similar",2
"532","114","8",1,1,"Male","Non-Hispanic","Caucasian","d","d","d",2.33,27.95,2,0,"Fork","1","Right","SpoonFork","similar",2
"533","116","8",1,1,"Female","Asian-Russian","","d","e","d",2.49,29.85,4,0,"Duck","1","Right","PigDuck","similar",2
"534","117","8",0,1,"Male","Non-Hispanic","Caucasian","e","e","g",2.59,31.04,5,0,"Ice_Cream","1","Left","Ice creamBroccoli","similar",2
"535","118","8",1,1,"Male","Non-Hispanic","Caucasian","f","e","g",2.28,27.39,6,0,"Spoon","1","Left","SpoonFork","similar",2
"536","123","8",0,0,"Male","Caucasian","","f","g","g",2.64,31.73,3,0,"Doll","1","Left","Teddy BearDoll","similar",1
"537","122","9",0,1,"Male","Hispanic","Caucasian","b","d","d",2.43,29.16,2,0,"Mouse","1","Left","MouseRefrigerator ","dissimilar",2
"538","35","9",0,0,"Male","Non-Hispanic","Asian & Caucasian","f","e","e",2.27,27.25,3,0,"Bunny","1","Right","BunnyStrawberry","dissimilar",1
"539","36","9",2,0,"Female","Non-Hispanic","Caucasian","f","d","g",2.24,26.83,4,0,"TV","1","Right","TVFork","dissimilar",1
"540","37","9",0,1,"Female","Non-Hispanic","Caucasian","f","e","e",2.2,26.4,5,0,"Crayon","1","Right","Teddy Bearcrayon","dissimilar",2
"541","38","9",3,0,"Female","Non-Hispanic","Asian & Caucasian","f","d","e",2.21,26.5,6,0,"Refrigerator","1","Left","MouseRefrigerator ","dissimilar",1
"542","39","9",1,1,"Male","Non-Hispanic","Caucasian","c","b","b",2.19,26.24,7,0,"Strawberry","1","Right","BunnyStrawberry","dissimilar",2
"543","41","9",0,1,"Female","Hispanic","","f","d","d",2.23,26.79,1,0,"Teddy_Bear","1","Left","Teddy Bearcrayon","dissimilar",2
"544","42","9",1,1,"Male"," Not Hispanic","Caucasian","c","d","d",2.53,30.31,2,0,"Mouse","1","Left","MouseRefrigerator ","dissimilar",2
"545","43","9",9,1,"Female","Not Hispanic","Caucasian","f","g","e",2.33,27.95,3,0,"Bunny","1","Left","BunnyStrawberry","dissimilar",2
"546","44","9",1,1,"Male","Not Hispanic","Caucasian","b","d","b",2.27,27.19,4,0,"TV","1","Left","TVFork","dissimilar",2
"547","45","9",0,1,"Female","Not Hispanic","Caucasian","","d","g",2.39,28.73,5,0,"Crayon","1","Right","Teddy Bearcrayon","dissimilar",2
"548","46","9",1,1,"Male","Not Hispanic","Caucasian","e","e","g",2.33,27.91,6,0,"Refrigerator","1","Right","MouseRefrigerator ","dissimilar",2
"549","48","9",0,1,"Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,8,0,"Fork","1","Right","TVFork","dissimilar",2
"550","49","9",0,1,"Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,1,0,"Teddy_Bear","1","Left","Teddy Bearcrayon","dissimilar",2
"551","50","9",0,0,"Female","Not Hispanic","Asian and Caucasian","d","e","g",2.22,26.7,2,0,"Mouse","1","Right","MouseRefrigerator ","dissimilar",1
"552","51","9",1,1,"Male","Not Hispanic","Caucasian","f","g","e",2.47,29.69,3,0,"Bunny","1","Left","BunnyStrawberry","dissimilar",2
"553","52","9",2,1,"Female","Not Hispanic","Caucasian","e","e","c",2.2,26.37,4,0,"TV","1","Left","TVFork","dissimilar",2
"554","53","9",0,1,"Male","Not Hispanic","Caucasian","e","c","e",2.3,27.55,5,0,"Crayon","1","Right","Teddy Bearcrayon","dissimilar",2
"555","54","9",0,0,"Female","Hispanic","Caucasian","f","c","d",2.16,25.94,6,0,"Refrigerator","1","Left","MouseRefrigerator ","dissimilar",1
"556","55","9",1,1,"Female","Not Hispanic","Caucasian","f","h","h",2.28,27.35,7,0,"Strawberry","1","Right","BunnyStrawberry","dissimilar",2
"557","56","9",1,1,"Female","Not Hispanic","Caucasian","f","g","e",2.45,29.39,8,0,"Fork","1","Right","TVFork","dissimilar",2
"558","57","9",0,1,"Female","Not Hispanic","African American/Caucasian","f","g","c",2.33,27.95,1,0,"Teddy_Bear","1","Left","Teddy Bearcrayon","dissimilar",2
"559","58","9",1,1,"Female","Not Hispanic","African American/Caucasian","f","g","c",2.33,27.95,2,0,"Mouse","1","Left","MouseRefrigerator ","dissimilar",2
"560","59","9",1,0,"Male","Not Hispanic","Caucasian","d","d","e",2.27,27.19,3,0,"Bunny","1","Right","BunnyStrawberry","dissimilar",1
"561","62","9",4,1,"Female","1/8 Hispanic","Caucasian","d","e","b",2.34,28.04,6,0,"Refrigerator","1","Right","MouseRefrigerator ","dissimilar",2
"562","63","9",1,1,"Male","Hispanic","","e","c","c",2.36,28.34,7,0,"Strawberry","1","Right","BunnyStrawberry","dissimilar",2
"563","64","9",1,1,"","Not Hispanic","Caucasian","c","c","d",2.41,28.96,8,0,"Fork","1","Right","TVFork","dissimilar",2
"564","65","9",0,1,"Male","","Caucasian","f","e","e",2.48,29.72,1,0,"Teddy_Bear","1","Left","Teddy Bearcrayon","dissimilar",2
"565","66","9",0,1,"Female","Not Hispanic","Asian/Caucasian","f","g","f",2.41,28.96,2,0,"Mouse","1","Left","MouseRefrigerator ","dissimilar",2
"566","67","9",0,1,"Female","Not Hispanic","Caucasian","e","e","e",2.33,28.01,3,0,"Bunny","1","Left","BunnyStrawberry","dissimilar",2
"567","68","9",1,1,"Male","Not Hispanic","Caucasian","e","c","d",2.32,27.88,4,0,"TV","1","Left","TVFork","dissimilar",2
"568","69","9",2,1,"Male","Not Hispanic","Caucasian","f","g","g",2.36,28.37,5,0,"Crayon","1","Right","Teddy Bearcrayon","dissimilar",2
"569","71","9",3,1,"Female","Not Hispanic","Caucasian","e","d","b",2.56,30.71,7,0,"Strawberry","1","Right","BunnyStrawberry","dissimilar",2
"570","72","9",2,1,"Female","Hispanic","Caucasian","d","d","d",2.48,29.75,8,0,"Fork","1","Right","TVFork","dissimilar",2
"571","74","9",0,1,"Male","Not Hispanic","Caucasian","f","d","h",2.52,30.21,2,0,"Mouse","1","Left","MouseRefrigerator ","dissimilar",2
"572","75","9",4,0,"Female","Not Hispanic","Caucasian","f","e","b",2.56,30.71,3,0,"Bunny","1","Right","BunnyStrawberry","dissimilar",1
"573","78","9",2,1,"Female","Not Hispanic","Caucasian","f","c","d",2.43,29.16,6,0,"Refrigerator","1","Right","MouseRefrigerator ","dissimilar",2
"574","79","9",2,1,"Male","Hispanic","Caucasian","f","e","e",2.49,29.85,7,0,"Strawberry","1","Right","BunnyStrawberry","dissimilar",2
"575","80","9",1,1,"Male","Not Hispanic","Caucasian","f","e","e",2.14,25.68,8,0,"Fork","1","Right","TVFork","dissimilar",2
"576","81","9",0,1,"Male ","Hispanic","Caucasian","d","c","d",2.36,28.27,1,0,"Teddy_Bear","1","Left","Teddy Bearcrayon","dissimilar",2
"577","83","9",0,0,"Male ","Not hipanic ","Caucasian ","d","g","g",2.41,28.9,3,0,"Bunny","1","Right","BunnyStrawberry","dissimilar",1
"578","86","9",1,1,"Female","Not Hispanic","Caucasian","f","g","d",2.21,26.53,6,0,"Refrigerator","1","Right","MouseRefrigerator ","dissimilar",2
"579","87","9",2,1,"Male","Hispanic ","Caucasian","e","g","e",2.34,28.11,7,0,"Strawberry","1","Right","BunnyStrawberry","dissimilar",2
"580","88","9",0,0,"Male ","Not Hispanic ","Native Hawaiian & Caucasian","c","c","g",2.25,26.99,8,0,"Fork","1","Left","TVFork","dissimilar",1
"581","89","9",0,0,"Female","Not Hispanic","Caucasian ","d","b","b",2.21,26.47,1,0,"Teddy_Bear","1","Right","Teddy Bearcrayon","dissimilar",1
